time_s,gyro_nominal,gyro_frozen,fault_label
0.0,0.8605962235555789,0.8605962235555789,0.0
0.01,0.8745114137576292,0.8745114137576292,0.0
0.02,0.8569315406098199,0.8569315406098199,0.0
0.03,0.7858206475730065,0.7858206475730065,0.0
0.04,0.7804063293587581,0.7804063293587581,0.0
0.05,0.8823356729433904,0.8823356729433904,0.0
0.06,0.8288479461437988,0.8288479461437988,0.0
0.07,0.9107031902596889,0.9107031902596889,0.0
0.08,0.923151264643179,0.923151264643179,0.0
0.09,0.9252886452843117,0.9252886452843117,0.0
0.1,0.9390264946627239,0.9390264946627239,0.0
0.11,0.9836544587481941,0.9836544587481941,0.0
0.12,0.8428089250936938,0.8428089250936938,0.0
0.13,0.9194300697962379,0.9194300697962379,0.0
0.14,0.8421278922735199,0.8421278922735199,0.0
0.15,0.8644603489607767,0.8644603489607767,0.0
0.16,0.9023302539880306,0.9023302539880306,0.0
0.17,0.965162631367459,0.965162631367459,0.0
0.18,0.9284015500696153,0.9284015500696153,0.0
0.19,0.9865635043004142,0.9865635043004142,0.0
0.2,1.01981857268943,1.01981857268943,0.0
0.21,1.0030401025136872,1.0030401025136872,0.0
0.22,0.9188578610721067,0.9188578610721067,0.0
0.23,0.9590417770324491,0.9590417770324491,0.0
0.24,0.9585872603785667,0.9585872603785667,0.0
0.25,0.9327719327211729,0.9327719327211729,0.0
0.26,0.9762090726612587,0.9762090726612587,0.0
0.27,0.821550680543379,0.821550680543379,0.0
0.28,0.9515970246209928,0.9515970246209928,0.0
0.29,0.9349007176944308,0.9349007176944308,0.0
0.3,0.9383304168372585,0.9383304168372585,0.0
0.31,0.9982320935016805,0.9982320935016805,0.0
0.32,0.9360434455299858,0.9360434455299858,0.0
0.33,1.0015157543362054,1.0015157543362054,0.0
0.34,0.9688467635746281,0.9688467635746281,0.0
0.35000000000000003,0.9731885249753784,0.9731885249753784,0.0
0.36,0.9745624291032615,0.9745624291032615,0.0
0.37,0.9876725975500483,0.9876725975500483,0.0
0.38,0.9620485043293788,0.9620485043293788,0.0
0.39,1.0277582695174705,1.0277582695174705,0.0
0.4,0.9686523138003837,0.9686523138003837,0.0
0.41000000000000003,0.9094254931599027,0.9094254931599027,0.0
0.42,1.036354972672422,1.036354972672422,0.0
0.43,1.0016926554901542,1.0016926554901542,0.0
0.44,0.9607249150631076,0.9607249150631076,0.0
0.45,1.0804407262279605,1.0804407262279605,0.0
0.46,1.129102976307169,1.129102976307169,0.0
0.47000000000000003,0.9931308691081329,0.9931308691081329,0.0
0.48,0.9338104176998525,0.9338104176998525,0.0
0.49,0.9663936108458533,0.9663936108458533,0.0
0.5,1.0066232179907608,1.0066232179907608,0.0
0.51,1.0591518016097656,1.0591518016097656,0.0
0.52,1.0258625398578758,1.0258625398578758,0.0
0.53,1.0484447651124067,1.0484447651124067,0.0
0.54,0.9862007596490865,0.9862007596490865,0.0
0.55,0.9073639443280047,0.9073639443280047,0.0
0.56,0.9296939405984612,0.9296939405984612,0.0
0.5700000000000001,0.8860809685489028,0.8860809685489028,0.0
0.58,0.9526369762709956,0.9526369762709956,0.0
0.59,0.9502713017352922,0.9502713017352922,0.0
0.6,0.985240007864375,0.985240007864375,0.0
0.61,0.973137934027219,0.973137934027219,0.0
0.62,0.8907225605649051,0.8907225605649051,0.0
0.63,0.9582795392917344,0.9582795392917344,0.0
0.64,0.8422059420684447,0.8422059420684447,0.0
0.65,0.9508944347185246,0.9508944347185246,0.0
0.66,0.8955227082146228,0.8955227082146228,0.0
0.67,0.9396460904596227,0.9396460904596227,0.0
0.68,0.8898689377640825,0.8898689377640825,0.0
0.6900000000000001,0.8941673832143289,0.8941673832143289,0.0
0.7000000000000001,0.9859138312840285,0.9859138312840285,0.0
0.71,0.8733909636183117,0.8733909636183117,0.0
0.72,0.8839805528992015,0.8839805528992015,0.0
0.73,0.8612258725893109,0.8612258725893109,0.0
0.74,0.8537446216164737,0.8537446216164737,0.0
0.75,0.8932868047691012,0.8932868047691012,0.0
0.76,0.8791923879651374,0.8791923879651374,0.0
0.77,0.8752521903190124,0.8752521903190124,0.0
0.78,0.8592097438955599,0.8592097438955599,0.0
0.79,0.7891875158954802,0.7891875158954802,0.0
0.8,0.7419214640276961,0.7419214640276961,0.0
0.81,0.7934611620197763,0.7934611620197763,0.0
0.8200000000000001,0.7829278794328105,0.7829278794328105,0.0
0.8300000000000001,0.8196739504934583,0.8196739504934583,0.0
0.84,0.7134568204236416,0.7134568204236416,0.0
0.85,0.7287606468251401,0.7287606468251401,0.0
0.86,0.7658186378086465,0.7658186378086465,0.0
0.87,0.8339470492949581,0.8339470492949581,0.0
0.88,0.8154730095323612,0.8154730095323612,0.0
0.89,0.7740686128227051,0.7740686128227051,0.0
0.9,0.6298281027219383,0.6298281027219383,0.0
0.91,0.6048450112861934,0.6048450112861934,0.0
0.92,0.6574558121396736,0.6574558121396736,0.0
0.93,0.6372902760668455,0.6372902760668455,0.0
0.9400000000000001,0.6478157685674488,0.6478157685674488,0.0
0.9500000000000001,0.6427644409984319,0.6427644409984319,0.0
0.96,0.6963155627114587,0.6963155627114587,0.0
0.97,0.6422154632468391,0.6422154632468391,0.0
0.98,0.6268899538739771,0.6268899538739771,0.0
0.99,0.5191874222483257,0.5191874222483257,0.0
1.0,0.602516435112088,0.602516435112088,0.0
1.01,0.5556095065261537,0.5556095065261537,0.0
1.02,0.5878696283822562,0.5878696283822562,0.0
1.03,0.48822382205224135,0.48822382205224135,0.0
1.04,0.58173410864553,0.58173410864553,0.0
1.05,0.49678456021458345,0.49678456021458345,0.0
1.06,0.43525910928843237,0.43525910928843237,0.0
1.07,0.493289774675973,0.493289774675973,0.0
1.08,0.45381851885321506,0.45381851885321506,0.0
1.09,0.42980878782548626,0.42980878782548626,0.0
1.1,0.48002165026826543,0.48002165026826543,0.0
1.11,0.41070282591697843,0.41070282591697843,0.0
1.12,0.4003507047434135,0.4003507047434135,0.0
1.1300000000000001,0.36799697899871425,0.36799697899871425,0.0
1.1400000000000001,0.31476877215509746,0.31476877215509746,0.0
1.1500000000000001,0.3121534160197572,0.3121534160197572,0.0
1.16,0.34818015202642527,0.34818015202642527,0.0
