time_s,cmd,actuator_pos
0.0,0.0,0.0
0.01,0.0,0.0
0.02,0.0,0.0
0.03,0.0,0.0
0.04,0.0,0.0
0.05,0.0,0.0
0.06,0.0,0.0
0.07,0.0,0.0
0.08,0.0,0.0
0.09,0.0,0.0
0.1,0.0,0.0
0.11,0.0,0.0
0.12,0.0,0.0
0.13,0.0,0.0
0.14,0.0,0.0
0.15,0.0,0.0
0.16,0.0,0.0
0.17,0.0,0.0
0.18,0.0,0.0
0.19,0.0,0.0
0.2,0.0,0.0
0.21,0.0,0.0
0.22,0.0,0.0
0.23,0.0,0.0
0.24,0.0,0.0
0.25,0.0,0.0
0.26,0.0,0.0
0.27,0.0,0.0
0.28,0.0,0.0
0.29,0.0,0.0
0.3,0.0,0.0
0.31,0.0,0.0
0.32,0.0,0.0
0.33,0.0,0.0
0.34,0.0,0.0
0.35000000000000003,0.0,0.0
0.36,0.0,0.0
0.37,0.0,0.0
0.38,0.0,0.0
0.39,0.0,0.0
0.4,0.0,0.0
0.41000000000000003,0.0,0.0
0.42,0.0,0.0
0.43,0.0,0.0
0.44,0.0,0.0
0.45,0.0,0.0
0.46,0.0,0.0
0.47000000000000003,0.0,0.0
0.48,0.0,0.0
0.49,0.0,0.0
0.5,0.0,0.0
0.51,0.0,0.0
0.52,0.0,0.0
0.53,0.0,0.0
0.54,0.0,0.0
0.55,0.0,0.0
0.56,0.0,0.0
0.5700000000000001,0.0,0.0
0.58,0.0,0.0
0.59,0.0,0.0
0.6,0.0,0.0
0.61,0.0,0.0
0.62,0.0,0.0
0.63,0.0,0.0
0.64,0.0,0.0
0.65,0.0,0.0
0.66,0.0,0.0
0.67,0.0,0.0
0.68,0.0,0.0
0.6900000000000001,0.0,0.0
0.7000000000000001,0.0,0.0
0.71,0.0,0.0
0.72,0.0,0.0
0.73,0.0,0.0
0.74,0.0,0.0
0.75,0.0,0.0
0.76,0.0,0.0
0.77,0.0,0.0
0.78,0.0,0.0
0.79,0.0,0.0
0.8,0.0,0.0
0.81,0.0,0.0
0.8200000000000001,0.0,0.0
0.8300000000000001,0.0,0.0
0.84,0.0,0.0
0.85,0.0,0.0
0.86,0.0,0.0
0.87,0.0,0.0
0.88,0.0,0.0
0.89,0.0,0.0
0.9,0.0,0.0
0.91,0.0,0.0
0.92,0.0,0.0
0.93,0.0,0.0
0.9400000000000001,0.0,0.0
0.9500000000000001,0.0,0.0
0.96,0.0,0.0
0.97,0.0,0.0
0.98,0.0,0.0
0.99,0.0,0.0
1.0,0.0,0.0
1.01,0.0,0.0
1.02,0.0,0.0
1.03,0.0,0.0
1.04,0.0,0.0
1.05,0.0,0.0
1.06,0.0,0.0
1.07,0.0,0.0
1.08,0.0,0.0
1.09,0.0,0.0
1.1,0.0,0.0
1.11,0.0,0.0
1.12,0.0,0.0
1.1300000000000001,0.0,0.0
1.1400000000000001,0.0,0.0
1.1500000000000001,0.0,0.0
1.16,0.0,0.0
1.17,0.0,0.0
1.18,0.0,0.0
1.19,0.0,0.0
1.2,0.0,0.0
1.21,0.0,0.0
1.22,0.0,0.0
1.23,0.0,0.0
1.24,0.0,0.0
1.25,0.0,0.0
1.26,0.0,0.0
1.27,0.0,0.0
1.28,0.0,0.0
1.29,0.0,0.0
1.3,0.0,0.0
1.31,0.0,0.0
1.32,0.0,0.0
1.33,0.0,0.0
1.34,0.0,0.0
1.35,0.0,0.0
1.36,0.0,0.0
1.37,0.0,0.0
1.3800000000000001,0.0,0.0
1.3900000000000001,0.0,0.0
1.4000000000000001,0.0,0.0
1.41,0.0,0.0
1.42,0.0,0.0
1.43,0.0,0.0
1.44,0.0,0.0
1.45,0.0,0.0
1.46,0.0,0.0
1.47,0.0,0.0
1.48,0.0,0.0
1.49,0.0,0.0
1.5,0.0,0.0
1.51,0.0,0.0
1.52,0.0,0.0
1.53,0.0,0.0
1.54,0.0,0.0
1.55,0.0,0.0
1.56,0.0,0.0
1.57,0.0,0.0
1.58,0.0,0.0
1.59,0.0,0.0
1.6,0.0,0.0
1.61,0.0,0.0
1.62,0.0,0.0
1.6300000000000001,0.0,0.0
1.6400000000000001,0.0,0.0
1.6500000000000001,0.0,0.0
1.6600000000000001,0.0,0.0
1.67,0.0,0.0
1.68,0.0,0.0
1.69,0.0,0.0
1.7,0.0,0.0
1.71,0.0,0.0
1.72,0.0,0.0
1.73,0.0,0.0
1.74,0.0,0.0
1.75,0.0,0.0
1.76,0.0,0.0
1.77,0.0,0.0
1.78,0.0,0.0
1.79,0.0,0.0
1.8,0.0,0.0
1.81,0.0,0.0
1.82,0.0,0.0
1.83,0.0,0.0
1.84,0.0,0.0
1.85,0.0,0.0
1.86,0.0,0.0
1.87,0.0,0.0
1.8800000000000001,0.0,0.0
1.8900000000000001,0.0,0.0
1.9000000000000001,0.0,0.0
1.9100000000000001,0.0,0.0
1.92,0.0,0.0
1.93,0.0,0.0
1.94,0.0,0.0
1.95,0.0,0.0
1.96,0.0,0.0
1.97,0.0,0.0
1.98,0.0,0.0
1.99,0.0,0.0
2.0,0.0,0.0
2.0100000000000002,0.8,0.0
2.02,0.8,0.0
2.0300000000000002,0.8,0.0
2.04,0.8,0.0
2.05,0.8,0.0
2.06,0.8,0.0
2.07,0.8,0.0
2.08,0.8,0.0
2.09,0.8,0.0
2.1,0.8,0.0
2.11,0.8,0.003
2.12,0.8,0.006
2.13,0.8,0.009000000000000001
2.14,0.8,0.012
2.15,0.8,0.015
2.16,0.8,0.018
2.17,0.8,0.020999999999999998
2.18,0.8,0.023999999999999997
2.19,0.8,0.026999999999999996
2.2,0.8,0.029999999999999995
2.21,0.8,0.032999999999999995
2.22,0.8,0.036
2.23,0.8,0.039
2.24,0.8,0.042
2.25,0.8,0.045000000000000005
2.2600000000000002,0.8,0.04800000000000001
2.27,0.8,0.05100000000000001
2.2800000000000002,0.8,0.05400000000000001
2.29,0.8,0.057000000000000016
2.3000000000000003,0.8,0.06000000000000002
2.31,0.8,0.06300000000000001
2.32,0.8,0.06600000000000002
2.33,0.8,0.06900000000000002
2.34,0.8,0.07200000000000002
2.35,0.8,0.07500000000000002
2.36,0.8,0.07800000000000003
2.37,0.8,0.08100000000000003
2.38,0.8,0.08400000000000003
2.39,0.8,0.08700000000000004
2.4,0.8,0.09000000000000004
2.41,0.8,0.09300000000000004
2.42,0.8,0.09600000000000004
2.43,0.8,0.09900000000000005
2.44,0.8,0.10200000000000005
2.45,0.8,0.10500000000000005
2.46,0.8,0.10800000000000005
2.47,0.8,0.11100000000000006
2.48,0.8,0.11400000000000006
2.49,0.8,0.11700000000000006
2.5,0.8,0.12000000000000006
2.5100000000000002,0.8,0.12300000000000007
2.52,0.8,0.12600000000000006
2.5300000000000002,0.8,0.12900000000000006
2.54,0.8,0.13200000000000006
2.5500000000000003,0.8,0.13500000000000006
2.56,0.8,0.13800000000000007
2.57,0.8,0.14100000000000007
2.58,0.8,0.14400000000000007
2.59,0.8,0.14700000000000008
2.6,0.8,0.15000000000000008
2.61,0.8,0.15300000000000008
2.62,0.8,0.15600000000000008
2.63,0.8,0.15900000000000009
2.64,0.8,0.1620000000000001
2.65,0.8,0.1650000000000001
2.66,0.8,0.1680000000000001
2.67,0.8,0.1710000000000001
2.68,0.8,0.1740000000000001
2.69,0.8,0.1770000000000001
2.7,0.8,0.1800000000000001
2.71,0.8,0.1830000000000001
2.72,0.8,0.1860000000000001
2.73,0.8,0.1890000000000001
2.74,0.8,0.19200000000000012
2.75,0.8,0.19500000000000012
2.7600000000000002,0.8,0.19800000000000012
2.77,0.8,0.20100000000000012
2.7800000000000002,0.8,0.20400000000000013
2.79,0.8,0.20700000000000013
2.8000000000000003,0.8,0.21000000000000013
2.81,0.8,0.21300000000000013
2.82,0.8,0.21600000000000014
2.83,0.8,0.21900000000000014
2.84,0.8,0.22200000000000014
2.85,0.8,0.22500000000000014
2.86,0.8,0.22800000000000015
2.87,0.8,0.23100000000000015
2.88,0.8,0.23400000000000015
2.89,0.8,0.23700000000000015
2.9,0.8,0.24000000000000016
2.91,0.8,0.24300000000000016
2.92,0.8,0.24600000000000016
2.93,0.8,0.24900000000000017
2.94,0.8,0.25200000000000017
2.95,0.8,0.25500000000000017
2.96,0.8,0.2580000000000002
2.97,0.8,0.2610000000000002
2.98,0.8,0.2640000000000002
2.99,0.8,0.2670000000000002
3.0,0.8,0.2700000000000002
3.0100000000000002,0.8,0.2730000000000002
3.02,0.8,0.2760000000000002
3.0300000000000002,0.8,0.2790000000000002
3.04,0.8,0.2820000000000002
3.0500000000000003,0.8,0.2850000000000002
3.06,0.8,0.2880000000000002
3.0700000000000003,0.8,0.2910000000000002
3.08,0.8,0.2940000000000002
3.09,0.8,0.2970000000000002
3.1,0.8,0.3000000000000002
3.11,0.8,0.3030000000000002
3.12,0.8,0.3060000000000002
3.13,0.8,0.3090000000000002
3.14,0.8,0.3120000000000002
3.15,0.8,0.3150000000000002
3.16,0.8,0.3180000000000002
3.17,0.8,0.32100000000000023
3.18,0.8,0.32400000000000023
3.19,0.8,0.32700000000000023
3.2,0.8,0.33000000000000024
3.21,0.8,0.33300000000000024
3.22,0.8,0.33600000000000024
3.23,0.8,0.33900000000000025
3.24,0.8,0.34200000000000025
3.25,0.8,0.34500000000000025
3.2600000000000002,0.8,0.34800000000000025
3.27,0.8,0.35100000000000026
3.2800000000000002,0.8,0.35400000000000026
3.29,0.8,0.35700000000000026
3.3000000000000003,0.8,0.36000000000000026
3.31,0.8,0.36300000000000027
3.3200000000000003,0.8,0.36600000000000027
3.33,0.8,0.36900000000000027
3.34,0.8,0.3720000000000003
3.35,0.8,0.3750000000000003
3.36,0.8,0.3780000000000003
3.37,0.8,0.3810000000000003
3.38,0.8,0.3840000000000003
3.39,0.8,0.3870000000000003
3.4,0.8,0.3900000000000003
3.41,0.8,0.3930000000000003
3.42,0.8,0.3960000000000003
3.43,0.8,0.3990000000000003
3.44,0.8,0.4020000000000003
3.45,0.8,0.4050000000000003
3.46,0.8,0.4080000000000003
3.47,0.8,0.4110000000000003
3.48,0.8,0.4140000000000003
3.49,0.8,0.4170000000000003
3.5,0.8,0.4200000000000003
3.5100000000000002,0.8,0.4230000000000003
3.52,0.8,0.4260000000000003
3.5300000000000002,0.8,0.4290000000000003
3.54,0.8,0.43200000000000033
3.5500000000000003,0.8,0.43500000000000033
3.56,0.8,0.43800000000000033
3.5700000000000003,0.8,0.44100000000000034
3.58,0.8,0.44400000000000034
3.59,0.8,0.44700000000000034
3.6,0.8,0.45000000000000034
3.61,0.8,0.45300000000000035
3.62,0.8,0.45600000000000035
3.63,0.8,0.45900000000000035
3.64,0.8,0.46200000000000035
3.65,0.8,0.46500000000000036
3.66,0.8,0.46800000000000036
3.67,0.8,0.47100000000000036
3.68,0.8,0.47400000000000037
3.69,0.8,0.47700000000000037
3.7,0.8,0.48000000000000037
3.71,0.8,0.4830000000000004
3.72,0.8,0.4860000000000004
3.73,0.8,0.4890000000000004
3.74,0.8,0.4920000000000004
3.75,0.8,0.4950000000000004
3.7600000000000002,0.8,0.4980000000000004
3.77,0.8,0.5010000000000003
3.7800000000000002,0.8,0.5040000000000003
3.79,0.8,0.5070000000000003
3.8000000000000003,0.8,0.5100000000000003
3.81,0.8,0.5130000000000003
3.8200000000000003,0.8,0.5160000000000003
3.83,0.8,0.5190000000000003
3.84,0.8,0.5220000000000004
3.85,0.8,0.5250000000000004
3.86,0.8,0.5280000000000004
3.87,0.8,0.5310000000000004
3.88,0.8,0.5340000000000004
3.89,0.8,0.5370000000000004
3.9,0.8,0.5400000000000004
3.91,0.8,0.5430000000000004
3.92,0.8,0.5460000000000004
3.93,0.8,0.5490000000000004
3.94,0.8,0.5520000000000004
3.95,0.8,0.5550000000000004
3.96,0.8,0.5580000000000004
3.97,0.8,0.5610000000000004
3.98,0.8,0.5640000000000004
3.99,0.8,0.5670000000000004
4.0,0.8,0.5700000000000004
4.01,0.0,0.5730000000000004
4.0200000000000005,0.0,0.5760000000000004
4.03,0.0,0.5790000000000004
4.04,0.0,0.5820000000000004
4.05,0.0,0.5850000000000004
4.0600000000000005,0.0,0.5880000000000004
4.07,0.0,0.5910000000000004
4.08,0.0,0.5940000000000004
4.09,0.0,0.5970000000000004
4.1,0.0,0.6000000000000004
4.11,0.0,0.5970000000000004
4.12,0.0,0.5940000000000004
4.13,0.0,0.5910000000000004
4.14,0.0,0.5880000000000004
4.15,0.0,0.5850000000000004
4.16,0.0,0.5820000000000004
4.17,0.0,0.5790000000000004
4.18,0.0,0.5760000000000004
4.19,0.0,0.5730000000000004
4.2,0.0,0.5700000000000004
4.21,0.0,0.5670000000000004
4.22,0.0,0.5640000000000004
4.23,0.0,0.5610000000000004
4.24,0.0,0.5580000000000004
4.25,0.0,0.5550000000000004
4.26,0.0,0.5520000000000004
4.2700000000000005,0.0,0.5490000000000004
4.28,0.0,0.5460000000000004
4.29,0.0,0.5430000000000004
4.3,0.0,0.5400000000000004
4.3100000000000005,0.0,0.5370000000000004
4.32,0.0,0.5340000000000004
4.33,0.0,0.5310000000000004
4.34,0.0,0.5280000000000004
4.3500000000000005,0.0,0.5250000000000004
4.36,0.0,0.5220000000000004
4.37,0.0,0.5190000000000003
4.38,0.0,0.5160000000000003
4.39,0.0,0.5130000000000003
4.4,0.0,0.5100000000000003
4.41,0.0,0.5070000000000003
4.42,0.0,0.5040000000000003
4.43,0.0,0.5010000000000003
4.44,0.0,0.49800000000000033
4.45,0.0,0.49500000000000033
4.46,0.0,0.4920000000000003
4.47,0.0,0.4890000000000003
4.48,0.0,0.4860000000000003
4.49,0.0,0.4830000000000003
4.5,0.0,0.4800000000000003
4.51,0.0,0.4770000000000003
4.5200000000000005,0.0,0.4740000000000003
4.53,0.0,0.4710000000000003
4.54,0.0,0.4680000000000003
4.55,0.0,0.4650000000000003
4.5600000000000005,0.0,0.4620000000000003
4.57,0.0,0.4590000000000003
4.58,0.0,0.4560000000000003
4.59,0.0,0.4530000000000003
4.6000000000000005,0.0,0.4500000000000003
4.61,0.0,0.4470000000000003
4.62,0.0,0.4440000000000003
4.63,0.0,0.4410000000000003
4.64,0.0,0.4380000000000003
4.65,0.0,0.4350000000000003
4.66,0.0,0.4320000000000003
4.67,0.0,0.42900000000000027
4.68,0.0,0.42600000000000027
4.69,0.0,0.42300000000000026
4.7,0.0,0.42000000000000026
4.71,0.0,0.41700000000000026
4.72,0.0,0.41400000000000026
4.73,0.0,0.41100000000000025
4.74,0.0,0.40800000000000025
4.75,0.0,0.40500000000000025
4.76,0.0,0.40200000000000025
4.7700000000000005,0.0,0.39900000000000024
4.78,0.0,0.39600000000000024
4.79,0.0,0.39300000000000024
4.8,0.0,0.39000000000000024
4.8100000000000005,0.0,0.38700000000000023
4.82,0.0,0.38400000000000023
4.83,0.0,0.3810000000000002
4.84,0.0,0.3780000000000002
4.8500000000000005,0.0,0.3750000000000002
4.86,0.0,0.3720000000000002
4.87,0.0,0.3690000000000002
4.88,0.0,0.3660000000000002
4.89,0.0,0.3630000000000002
4.9,0.0,0.3600000000000002
4.91,0.0,0.3570000000000002
4.92,0.0,0.3540000000000002
4.93,0.0,0.3510000000000002
4.94,0.0,0.3480000000000002
4.95,0.0,0.3450000000000002
4.96,0.0,0.3420000000000002
4.97,0.0,0.3390000000000002
4.98,0.0,0.3360000000000002
4.99,0.0,0.3330000000000002
5.0,0.0,0.3300000000000002
5.01,0.0,0.3270000000000002
5.0200000000000005,0.0,0.3240000000000002
5.03,0.0,0.3210000000000002
5.04,0.0,0.31800000000000017
5.05,0.0,0.31500000000000017
5.0600000000000005,0.0,0.31200000000000017
5.07,0.0,0.30900000000000016
5.08,0.0,0.30600000000000016
5.09,0.0,0.30300000000000016
5.1000000000000005,0.0,0.30000000000000016
5.11,0.0,0.29700000000000015
5.12,0.0,0.29400000000000015
5.13,0.0,0.29100000000000015
5.14,0.0,0.28800000000000014
5.15,0.0,0.28500000000000014
5.16,0.0,0.28200000000000014
5.17,0.0,0.27900000000000014
5.18,0.0,0.27600000000000013
5.19,0.0,0.27300000000000013
5.2,0.0,0.27000000000000013
5.21,0.0,0.2670000000000001
5.22,0.0,0.2640000000000001
5.23,0.0,0.2610000000000001
5.24,0.0,0.2580000000000001
5.25,0.0,0.2550000000000001
5.26,0.0,0.2520000000000001
5.2700000000000005,0.0,0.2490000000000001
5.28,0.0,0.2460000000000001
5.29,0.0,0.2430000000000001
5.3,0.0,0.2400000000000001
5.3100000000000005,0.0,0.2370000000000001
5.32,0.0,0.2340000000000001
5.33,0.0,0.2310000000000001
5.34,0.0,0.2280000000000001
5.3500000000000005,0.0,0.2250000000000001
5.36,0.0,0.2220000000000001
5.37,0.0,0.21900000000000008
5.38,0.0,0.21600000000000008
5.39,0.0,0.21300000000000008
5.4,0.0,0.21000000000000008
5.41,0.0,0.20700000000000007
5.42,0.0,0.20400000000000007
5.43,0.0,0.20100000000000007
5.44,0.0,0.19800000000000006
5.45,0.0,0.19500000000000006
5.46,0.0,0.19200000000000006
5.47,0.0,0.18900000000000006
5.48,0.0,0.18600000000000005
5.49,0.0,0.18300000000000005
5.5,0.0,0.18000000000000005
5.51,0.0,0.17700000000000005
5.5200000000000005,0.0,0.17400000000000004
5.53,0.0,0.17100000000000004
5.54,0.0,0.16800000000000004
5.55,0.0,0.16500000000000004
5.5600000000000005,0.0,0.16200000000000003
5.57,0.0,0.15900000000000003
5.58,0.0,0.15600000000000003
5.59,0.0,0.15300000000000002
5.6000000000000005,0.0,0.15000000000000002
5.61,0.0,0.14700000000000002
5.62,0.0,0.14400000000000002
5.63,0.0,0.14100000000000001
5.64,0.0,0.138
5.65,0.0,0.135
5.66,0.0,0.132
5.67,0.0,0.129
5.68,0.0,0.126
5.69,0.0,0.123
5.7,0.0,0.12
5.71,0.0,0.11699999999999999
5.72,0.0,0.11399999999999999
5.73,0.0,0.11099999999999999
5.74,0.0,0.10799999999999998
5.75,0.0,0.10499999999999998
5.76,0.0,0.10199999999999998
5.7700000000000005,0.0,0.09899999999999998
5.78,0.0,0.09599999999999997
5.79,0.0,0.09299999999999997
5.8,0.0,0.08999999999999997
5.8100000000000005,0.0,0.08699999999999997
5.82,0.0,0.08399999999999996
5.83,0.0,0.08099999999999996
5.84,0.0,0.07799999999999996
5.8500000000000005,0.0,0.07499999999999996
5.86,0.0,0.07199999999999995
5.87,0.0,0.06899999999999995
5.88,0.0,0.06599999999999995
5.89,0.0,0.06299999999999994
5.9,0.0,0.05999999999999994
5.91,0.0,0.05699999999999994
5.92,0.0,0.05399999999999994
5.93,0.0,0.050999999999999934
5.94,0.0,0.04799999999999993
5.95,0.0,0.04499999999999993
5.96,0.0,0.041999999999999926
5.97,0.0,0.038999999999999924
5.98,0.0,0.03599999999999992
5.99,0.0,0.03299999999999992
6.0,0.0,0.02999999999999992
6.01,-0.8,0.02699999999999992
6.0200000000000005,-0.8,0.02399999999999992
6.03,-0.8,0.02099999999999992
6.04,-0.8,0.017999999999999922
6.05,-0.8,0.014999999999999923
6.0600000000000005,-0.8,0.011999999999999924
6.07,-0.8,0.008999999999999925
6.08,-0.8,0.005999999999999925
6.09,-0.8,0.0029999999999999246
6.1000000000000005,-0.8,0.0
6.11,-0.8,-0.003
6.12,-0.8,-0.006
6.13,-0.8,-0.009000000000000001
6.140000000000001,-0.8,-0.012
6.15,-0.8,-0.015
6.16,-0.8,-0.018
6.17,-0.8,-0.020999999999999998
6.18,-0.8,-0.023999999999999997
6.19,-0.8,-0.026999999999999996
6.2,-0.8,-0.029999999999999995
6.21,-0.8,-0.032999999999999995
6.22,-0.8,-0.036
6.23,-0.8,-0.039
6.24,-0.8,-0.042
6.25,-0.8,-0.045000000000000005
6.26,-0.8,-0.04800000000000001
6.2700000000000005,-0.8,-0.05100000000000001
6.28,-0.8,-0.05400000000000001
6.29,-0.8,-0.057000000000000016
6.3,-0.8,-0.06000000000000002
6.3100000000000005,-0.8,-0.06300000000000001
6.32,-0.8,-0.06600000000000002
6.33,-0.8,-0.06900000000000002
6.34,-0.8,-0.07200000000000002
6.3500000000000005,-0.8,-0.07500000000000002
6.36,-0.8,-0.07800000000000003
6.37,-0.8,-0.08100000000000003
6.38,-0.8,-0.08400000000000003
6.390000000000001,-0.8,-0.08700000000000004
6.4,-0.8,-0.09000000000000004
6.41,-0.8,-0.09300000000000004
6.42,-0.8,-0.09600000000000004
6.43,-0.8,-0.09900000000000005
6.44,-0.8,-0.10200000000000005
6.45,-0.8,-0.10500000000000005
6.46,-0.8,-0.10800000000000005
6.47,-0.8,-0.11100000000000006
6.48,-0.8,-0.11400000000000006
6.49,-0.8,-0.11700000000000006
6.5,-0.8,-0.12000000000000006
6.51,-0.8,-0.12300000000000007
6.5200000000000005,-0.8,-0.12600000000000006
6.53,-0.8,-0.12900000000000006
